text	label
急性髓性白血病@### 疑似 APML 查看全部   首选 –   维 A 酸 #### 第一选择 [ 维 A 酸 ](/druglink?dd=MARTINDALE) open_in_new 对于疑似急性早幼粒细胞白血病 (APML) 的患者，一旦怀疑该诊断，就应立即启动口服维 A 酸（又名全反式维甲酸 [ATRA]）早期治疗，以便减少与 APML 相关的凝血病，在证实诊断后，开始化疗。	"（急性早幼粒细胞白血病，""药物治疗""，维 A 酸），（急性髓性白血病，“药物治疗”，维 A 酸）"
疟疾感染@结果 可以显示血小板减少，贫血，白细胞计数结果多样化 ### 凝血检测 检查 结果 检查 但出血较罕见 结果 凝血酶原时间可适当延长 ### 血清电解质、尿素和肌酐 检查 结果 检查 发热及水容量不足可能会导致轻度肾前性肾损害，扩容后肾功能改善。	"（轻度肾前性肾损害，""病因""，发热），（轻度肾前性肾损害，“病因”，水容量不足）"
白喉@结果 阳性 ### 聚合酶链反应(PCR) 检查 结果 检查 一旦开始抗生素治疗，培养和分离 _白喉棒状杆菌_ 通常不会成功。	"（白喉，""药物治疗""，抗生素）"
感染性心内膜炎@引起 ICU 中感染性心内膜炎的最常见病原体是葡萄球菌，其次是链球菌。感染性心内膜炎@ICU 中感染性心内膜炎的另外一个专有特点是真菌性感染性心内膜炎的发生率增高，因此，如果出现对抗生素治疗无反应的情况时，应考虑真菌性感染性心内膜炎。	"（感染性心内膜炎，""病因""，链球菌）"
溃疡性结肠炎@如果口服泼尼松龙2-4周后效果不佳，考虑加用口服他罗利姆诱导轻-中度UC缓解。	"（溃疡性结肠炎，""药物治疗""，泼尼松龙），（溃疡性结肠炎，“药物治疗”，他罗利姆）"
第十章 小儿腹泻病 在未明确病因前，大便性状改变与大便次数比平时增多，统称为腹泻病（diarrheal disease）。 （2）病毒： ①轮状病毒（human rotavirus），是引起婴幼儿腹泻的主要病原；②诺如病毒（Noro virus）；③肠道腺病毒（adenovirus）；④其他，如星状病毒（astrovirus）、杯状病毒（calicivirus）及冠状病毒（corona virus）等。	"（小儿腹泻病，""病因""，病毒）"
第十六节 新生儿溶血病 新生儿溶血病主要是指母婴血型不合引起的同族免疫性溶血病。人类血型系统有40多种，但以ABO和Rh血型系统母婴不合引起溶血者为多见，其他如MNS、Kell、Duffy、Kidd等血型系统不合引起的溶血病极为少见。	"（新生儿溶血病，""病因""，ABO和Rh血型系统母婴不合），（新生儿溶血病，“病因”，MNS），（新生儿溶血病，“病因”，Kell），（新生儿溶血病，“病因”，Duffy），（新生儿溶血病，“病因”，Kidd等血型系统），（新生儿溶血病，“病因”，母婴血型不合）"
流行性腮腺炎（mumps，epidemic parotitis)是由腮腺炎病毒引起的急性呼吸道传染病,最常影响 5~ 15岁的儿童。 耳聋为听神经受累所致，发病率不高,大多为单侧性,不易及时发现，治疗困难,可成为永久性耳聋。	"（流行性腮腺炎，""病因""，腮腺炎病毒）"
B族链球菌感染@培养检测结果阴性并不能排除患病的可能性，特别是在给予抗生素治疗之后采集的标本（例如分娩期间接受抗生素治疗的产妇所生的新生儿）。 B族链球菌感染@目前仍在评估对无菌液体进行聚合酶链反应 (polymerase chain reaction, PCR) 检测对诊断B族链球菌感染的作用，该方法有可能提供快速、特异性的B族链球菌感染诊断。	"（B族链球菌感染，""药物治疗""，抗生素治疗）"
狂犬病@[ 肠梗阻 ](/topics/zh-cn/995) ### 尿崩症 | 短期 | 中 出现在第二周。狂犬病@应该避免使用利尿剂。	"（尿崩症，""药物治疗""，利尿剂）"
细菌性脑膜炎@### 确诊感染：大肠杆菌和其他革兰氏阴性肠杆菌 查看全部   首选 –   抗生素靶向治疗 #### 第一选择 [ 庆大霉素 ](/druglink?dd=MARTINDALE) open_in_new : 新生儿：剂量请咨询指导专家；儿童：2 mg/kg，静脉给药分剂量每8 小时一次；成人：1mg/kg，静脉给药，每 8 小时一次。	"（细菌性脑膜炎，""药物治疗""，抗生素靶向治疗）"
特点是PR间期逐步延长,最终P波后不出现QRS波，在PR间期延长的同时,RR间期往往逐步缩短，且脱漏的前后两个R波的距离小于最短的RR间期的2倍（图11-24) 0 【治疗】 室性心动过速是一种严重的快速心律失常，可发展为心室颤动、猝死。药物可选用利多卡因，此药能控制心动过速,但作用时间很短，剂量过大能引起惊厥、传导阻滞等毒性反应。	"（室性心动过速，""药物治疗""，利多卡因）"
骨性关节炎@### 利克飞龙 一项多中心研究发现了利克飞龙（一种脂氧合酶和环氧化酶抑制剂）与萘普生相比较，作为疾病改善药物对关节软骨的作用。骨性关节炎@磁共振成像检查与X线片检查分别在试验开始、6个月时（仅做磁共振成像检查）、12个月时和24个月时进行。	"（骨性关节炎，""药物治疗""，萘普生），（骨性关节炎，“药物治疗”，利克飞龙）"
疟疾感染@很多机制会引起低钠血症。 疟疾感染@例如，使用低渗液，抗利尿激素分泌综合征（SIADH），脑性盐耗，汗水和胃肠道流失，肾脏代谢，和病态细胞综合征。	"（低钠血症，""病因""，使用低渗液），（低钠血症，“病因”，脑性盐耗），（低钠血症，“病因”，汗水和胃肠道流失），（低钠血症，“病因”，肾脏代谢）"
垂体功能减退@ 3.炎性和浸润性病变 * 淋巴细胞性垂体炎典型表现为垂体肿块病变，导致部分或进行性垂体功能减退，特别是在妊娠或产后的情况下。垂体功能减退@ 它被认为是一种淋巴细胞和浆细胞浸润垂体的自身免疫性疾病。	"（垂体功能减退，""病因""，炎性），（垂体功能减退，“病因”，浸润性病变），（淋巴细胞性垂体炎，“临床表现”，垂体肿块病变）"
骨性关节炎@相较于非甾体抗炎药与有胃肠道保护作用的质子泵抑制剂联用，COX-2抑制剂在胃肠道症状以及上消化道和心血管的副作用方面没有优势。	"（骨性关节炎，""药物治疗""，COX-2抑制剂）"
病毒感染后可继发细菌感染,最常见为溶血性链球 菌，其次为肺炎链球菌、流感嗜血杆菌等。	"（细菌感染，""病因""，溶血性链球 菌），（细菌感染，“病因”，肺炎链球菌），（细菌感染，“病因”，流感嗜血杆菌）"
多发性骨髓瘤@I 期临床试验表明，新型 HSP90 抑制剂坦螺旋霉素 (tanespimycin, KOS-953, 17-AAG) 单药治疗和联合硼替佐米时对既往接受过大量治疗的 MM 患者均有效。	"（多发性骨髓瘤，""药物治疗""，硼替佐米）"
（五）治疗 由于生理性贫血是正常发育过程中的一种表现，因此通常不需要治疗。国外报道，严重贫血的未成熟儿可用重组人EPO 250IU/kg，每周3次，皮下注射或（和）铁剂如蔗糖铁6mg/kg，每周一次静脉注射，或硫酸亚铁6mg/（kg?24h），分3次口服治疗6周，经上述治疗者需要输血的次数明显减少，但应用EPO治疗的费用远比输血要高。	"（生理性贫血，""药物治疗""，重组人EPO），（生理性贫血，“药物治疗”，铁剂），（生理性贫血，“药物治疗”，硫酸亚铁）"
额叶脑脓肿常见病原是微需氧葡萄球菌、厌氧菌和肠杆菌。	"（额叶脑脓肿，""病因""，微需氧葡萄球菌），（额叶脑脓肿，“病因”，厌氧菌），（额叶脑脓肿，“病因”，肠杆菌）"
小儿哮喘@最近的证据显示，在学龄儿童中，孟鲁斯特作为预防治疗不太可能有益。小儿哮喘@ 在 ICS 基础上加用白三烯受体拮抗剂不会减少口服皮质类固醇紧急治疗、住院治疗或 FEV1。	"（小儿哮喘，""药物治疗""，白三烯受体拮抗剂），（小儿哮喘，“药物治疗”，皮质类固醇）"
2.颅外感染 （1）热性惊厥： 为小儿惊厥最常见的原因，其发生率约4%～8%。 （2）中毒性脑病： 颅外感染所致中毒性脑病常见于重症肺炎、中毒性菌痢以及败血症等急性感染过程中出现类似脑炎的表现，但并非病原体直接侵入脑组织。	"（小儿惊厥，""病因""，热性惊厥），（中毒性脑病，“病因”，颅外感染）"
【病因和发病机制】 RS的病因和发病机制迄今未明。因此多数学者认为本病与病毒感染或其他因素诱发的线粒体损伤有关。	"（RS，""病因""，病毒感染），（RS，“病因”，线粒体损伤）"
高血压急症@静注尼卡地平 5 至 15 min 起效，作用时间 4 至 6 h。	"（高血压急症，""药物治疗""，尼卡地平）"
6.感染性疾病 肠道内感染或肠道外感染均可引起新生儿呕吐，常伴有感染表现如神萎、食欲缺乏，肠道内感染伴有腹泻、腹胀。 7.先天性代谢性疾病 发生呕吐时间无规律性，一般呕吐较频繁和剧烈，常伴有其他代谢病的临床表现，如酸中毒、电解质紊乱、脱水、肝脾大等。	"（新生儿呕吐，""病因""，先天性代谢性疾病）"
类癌综合征@生长抑素类似物也抑制胰腺释放激素。类癌综合征@持续的使用这些药物可能出现脂肪泻，最好的处理方法是补充胰酶。	"（脂肪泻，""药物治疗""，补充胰酶）"
HSP肾炎和IgA肾病尽管免疫发病机制相似，但临床上有明显区别，IgA肾病缺乏HSP肾炎的肾外表现。一般用于紫癜性肾炎临床上大量蛋白尿的病人，对于病理Ⅲ级以上病人也应积极应用肾上腺皮质激素治疗，可显著改善预后，可选用泼尼松，剂量为2mg/（kg?d），疗程1～2周。	"（HSP肾炎，""药物治疗""，泼尼松），（紫癜性肾炎，“药物治疗”，泼尼松）"
ST段抬高型心肌梗死@### 沃拉帕沙 沃拉帕沙是蛋白酶激活受体1（PAR-1）拮抗剂，一种抗血小板药物，可轻度降低心肌梗死后临床事件，但是增加出血事件。	"（ST段抬高型心肌梗死，""药物治疗""，沃拉帕沙）"
DiGeorge综合征是以先天性甲状旁腺功能减退和胸腺发育不良所致的细胞免疫缺陷为特征的一类染色体微缺失综合征。 【实验室检査】 大部分22q11.2微小缺失可以通过荧光原位杂交（FISH)的手段检测到。	"（DiGeorge综合征，""病因""，细胞免疫缺陷）"
前置胎盘@在有瘢痕子宫（大多由于既往剖宫产）的女性中，前置胎盘可能引起胎盘异常附着，胎盘附着在子宫肌层。	"（瘢痕子宫，""病因""，既往剖宫产）"
第一节 感染性口炎 一、细菌感染性口炎 （一）球菌性口炎 （coccigenic stomatitis） 细菌性口炎以球菌感染多见，常以黏膜糜烂、溃疡伴假膜形成为其特征，又称膜性口炎或假膜性口炎。止痛是对症处理的重要措施，常用2%利多卡因涂患处，外用中药养阴生肌散也能消肿止痛和促进溃疡愈合，口腔局部湿敷也必不可少。	"（球菌性口炎，""药物治疗""，2%利多卡因），（球菌性口炎，“药物治疗”，中药养阴生肌散），（细菌性口炎，“病因”，球菌感染），（细菌性口炎，“临床表现”，黏膜糜烂），（细菌性口炎，“临床表现”，溃疡伴假膜）"
【实验室检查】 （一）梅毒螺旋体检查 取皮肤或黏膜破损的分泌物直接涂片，用暗视野显微镜检查梅毒螺旋体。 对于青霉素过敏者，有条件者可行脱敏疗法，无条件者可换用红霉素，剂量为20～30mg/（kg?d），疗程10～14天；或头孢曲松80mg/（kg?d），肌注，疗程10天。	"（梅毒，""药物治疗""，红霉素）"
疟疾感染@## 病因学 疟疾是由疟原虫感染所致。	"（疟疾，""病因""，疟原虫感染）"
多发性硬化症@已经使用的其他药物包括 RRMS 治疗药物、环磷酰胺、甲氨蝶呤和硫唑嘌呤，但关于将其用于治疗 PPMS 的获益，尚未达成共识。	"（多发性硬化症，""药物治疗""，环磷酰胺），（多发性硬化症，“药物治疗”，甲氨蝶呤），（多发性硬化症，“药物治疗”，硫唑嘌呤）"
6.骨骼发育异常 如各种骨、软骨发育不良等，都有特殊的体态和外貌，可选择进行骨骼X线片及相关溶酶体酶学测定、基因分析等，以明确诊断。 【治疗】 对生长激素缺乏症的治疗主要采用基因重组人生长激素替代治疗。	"（生长激素缺乏症，""药物治疗""，基因重组人生长激素）"
川崎病@口服阿司匹林及大剂量的静脉应用免疫球蛋白是治疗的基础。川崎病@如有因血栓所致的心肌梗死，溶栓治疗是必要的。	"（川崎病，""药物治疗""，阿司匹林），（川崎病，“药物治疗”，免疫球蛋白），（川崎病，“药物治疗”，溶栓治疗），（心肌梗死，“药物治疗”，溶栓治疗）"
非小细胞肺癌@EMA 和 FDA 已批准其与顺铂和吉西他滨联用作为晚期鳞癌 NSCLC 的一线治疗选择；但是，仅获得中度的生存获益。	"（非小细胞肺癌，""药物治疗""，吉西他滨），（鳞癌 NSCLC，“药物治疗”，顺铂），（鳞癌 NSCLC，“药物治疗”，吉西他滨）"
毒蛇咬伤后的症状常因被咬者的年龄、体质、被咬部位、毒液量多少以及毒蛇的种类等因素决定，一般在15～20分钟内出现症状。 （三）全身处理 尽快应用蛇药口服（如南通蛇药片、群生蛇药）或注射抗毒血清，注射前应先做皮试，阴性时作静脉注射，阳性者可做脱敏疗法，如无蛇药，可选用中草药解毒。	"（毒蛇咬伤，""药物治疗""，蛇药），（毒蛇咬伤，“药物治疗”，抗毒血清），（毒蛇咬伤，“药物治疗”，中草药解毒）"
慢性髓性白血病@ ### 酪氨酸激酶抑制剂相关的皮疹 | 存在差异 | 中 可用局部外用或全身的皮质类固醇治疗皮疹，并降低酪氨酸激酶抑制剂的剂量。	"（皮疹，""药物治疗""，皮质类固醇）"
（二）抗疟药物治疗 根据抗疟药物的性能和作用，大致分为三类：主要用于控制临床症状，如氯喹、奎宁、青蒿素等，是杀灭滋养体及裂殖体的有效药物；主要用于复发和传播，如伯氨喹、扑疟喹，是杀灭肝内的潜隐子（红细胞外期）及配子体的特效药；主要用于预防疟疾的感染，如乙胺嘧啶是孢子增殖杀灭剂，对红细胞内期裂殖体有抑制作用。 目前已经研发的复方青蒿素有：复方蒿甲醚、双氢青蒿素哌喹、复方萘酚喹和复方青蒿素片。	"（疟疾，""药物治疗""，复方蒿甲醚），（疟疾，“药物治疗”，双氢青蒿素哌喹），（疟疾，“药物治疗”，复方萘酚喹），（疟疾，“药物治疗”，复方青蒿素片），（疟疾，“药物治疗”，抗疟药物治疗），（疟疾，“药物治疗”，氯喹），（疟疾，“药物治疗”，奎宁），（疟疾，“药物治疗”，青蒿素），（疟疾，“药物治疗”，伯氨喹），（疟疾，“药物治疗”，扑疟喹），（疟疾，“药物治疗”，乙胺嘧啶）"
前置胎盘@除了延长妊娠时间的作用之外，硫酸镁还可能防止发生脑瘫，因此对于早产的妊娠女性应考虑使用。	"（脑瘫，""药物治疗""，硫酸镁），（前置胎盘，“药物治疗”，硫酸镁）"
病毒性心肌炎(viral myocarditis)是由病毒感染引起的心肌间质炎症细胞浸润和邻近的心肌细胞坏死、变性,有时病变也可累及心包或心内膜。 X线检査 显示心影增大，但无特异性。	"（病毒性心肌炎，""病因""，病毒感染）"
B族链球菌感染@ 肺炎 * 一线疗法：青霉素或氨苄西林。B族链球菌感染@ * 青霉素过敏患者：二代或三代头孢菌素（可能适用，具体取决于过敏反应类型）、万古霉素、利奈唑胺、大环内酯类抗生素（例如克拉霉素）或喹诺酮类药物（例如左氧氟沙星）。	"（肺炎，""药物治疗""，二代或三代头孢菌素），（肺炎，“药物治疗”，万古霉素），（肺炎，“药物治疗”，利奈唑胺），（肺炎，“药物治疗”，大环内酯类抗生素），（肺炎，“药物治疗”，克拉霉素），（肺炎，“药物治疗”，喹诺酮类药物），（肺炎，“药物治疗”，左氧氟沙星），（肺炎，“药物治疗”，青霉素），（肺炎，“药物治疗”，氨苄西林）"
B族链球菌感染@无论在妊娠早期、中期、晚期的哪一阶段出现 B族链球菌菌尿症，均推荐进行产时预防性抗生素治疗。	"（B族链球菌感染，""药物治疗""，抗生素）"
急性咽喉炎@对青霉素治疗无反应史也应引起怀疑。	"（急性咽喉炎，""药物治疗""，青霉素）"
急性咽喉炎@如果症状对青霉素治疗没反应，或者有食用野生动物肉类史，则应考虑土拉菌病。	"（急性咽喉炎，""药物治疗""，青霉素）"
HIV 感染@NRTI、NNRTI 和 PI 是最常使用的抗逆转录病毒药物，并且在非洲南部等地区仅有这些类别的药物可供使用。HIV 感染@INSTI 一般仅在发达国家可用，在有些国家，可以考虑将该药作为一线治疗药物。	"（HIV 感染，""药物治疗""，INSTI），（HIV 感染，“药物治疗”，NRTI），（HIV 感染，“药物治疗”，NNRTI），（HIV 感染，“药物治疗”，PI）"
但抗原检测可以有假阳性，因此抗原检测的阳性结果只能提示可能有GBS感染，同时应结合感染的临床表现来综合判断。 【治疗】 GBS感染的初期治疗包括青霉素和氨基糖苷类。	"（GBS感染，""药物治疗""，青霉素），（GBS感染，“药物治疗”，氨基糖苷类）"
破伤风@ 艾司洛尔是一种作用时间极短的β受体阻滞剂，一些病例报道指出，它可有效控制自主神经不稳。	"（破伤风，""药物治疗""，艾司洛尔）"
痛风@继出现苯溴马隆的严重肝毒性报道后，该药在美国从未获批，且在许多国家/地区已被停用。	"（痛风，""药物治疗""，苯溴马隆）"
免疫抑制剂 目前主要用于治疗慢性ITP。其他如长春新碱每次0. 75 ~1mg/m2,加0.9%氯化钠溶液静脉注射，每周1次，可连续用4 ~6次;环磷酰胺每次 300~400mg/m2,加5%葡萄糖溶液静滴，每1 ~2周1次,可连续用3 ~4次。	"（慢性ITP，""药物治疗""，长春新碱），（慢性ITP，“药物治疗”，免疫抑制剂）"
第二十节 新生儿硬肿症 新生儿硬肿症（scleredema of newborn）为一综合征，主要由寒冷损伤引起，故又称寒冷损伤综合征（cold injury syndrome），简称新生儿冷伤。 （3）疾病： 肺炎、败血症、腹泻、窒息、严重先天性心脏病或畸形影响新生儿代谢和循环功能，特别是严重感染时，可导致微循环障碍和DIC。	"（新生儿硬肿症，""病因""，疾病）"
普通感冒@## 病理生理学 病毒感染后数天内鼻黏膜下可出现多形核白细胞 (PMNs) 聚集，且与症状相关。 普通感冒@## 分类 ### 国际疾病与相关健康问题统计分类（第 10 版）(ICD-10) * J00 急性鼻咽炎（普通感冒） * J01 急性鼻窦炎 * J02 急性咽炎 * J03 急性扁桃体炎 * J04 急性喉炎和气管炎 * J05 急性梗阻性喉炎（哮吼）和会厌炎 * J06 多部位和不明部位的急性上呼吸道感染 。	"（普通感冒，""病因""，病毒感染）"
类风湿关节炎@皮质类固醇还具有某种程度的疾病改善作用，因此有助于疾病的整体控制。	"（类风湿关节炎，""药物治疗""，皮质类固醇）"
妊娠胆汁淤积@胎盘血管收缩效应可能是导致该疾病相关的突然胎儿窒息事件的原因。	"（胎儿窒息，""病因""，胎盘血管收缩效应）"
多发性硬化症@## 一级预防 除鼓励高危个体不要吸烟并尽可能地服用含维生素 D 的多种维生素外，尚无明确的一级预防策略。 多发性硬化症@。	"（多发性硬化症，""药物治疗""，维生素 D），（多发性硬化症，“病因”，吸烟）"
痛风@另一项研究发现，使用别嘌呤醇治疗偶发痛风患者与基于倾向得分的匹配对照组相比，两者在死亡率上无差异。	"（痛风，""药物治疗""，别嘌呤醇）"
（三）低血容量性休克 若系大量失血所致，如肺咯血、消化道出血、外伤等，应及时止血，予垂体后叶素、西咪替丁、6-氨基己酸等，必要时外科手术治疗。积极补充血容量，中度以上失血者（血红蛋白降至70～100g/L），应予输血，使HCT达到32%～34%。	"（低血容量性休克，""药物治疗""，垂体后叶素），（低血容量性休克，“药物治疗”，西咪替丁），（低血容量性休克，“药物治疗”，6-氨基己酸）"
细菌性脑膜炎@在使用首剂抗生素治疗之前辅以地塞米松治疗并持续 4 天可改善临床结果。	"（细菌性脑膜炎，""药物治疗""，地塞米松）"
感染性心内膜炎@### 自体和人工瓣膜：肠球菌 对肠球菌心内膜炎的治疗类似于对草绿色链球菌的治疗，基于对青霉素敏感性的检查结果。感染性心内膜炎@治疗选择包括一种 β-内酰胺或万古霉素加庆大霉素（或在一些患者中使用链霉素），或者使用双重 β-内酰胺方案。	"（肠球菌心内膜炎，""药物治疗""，万古霉素），（肠球菌心内膜炎，“药物治疗”，链霉素）"
慢性淋巴细胞白血病@## 新兴疗法 ### 来那度胺 来那度胺是一种以肿瘤微环境为靶标的免疫调节药物。	"（慢性淋巴细胞白血病，""药物治疗""，来那度胺）"
食物中毒@抑制胃肠蠕动药或止泻药（例如洛哌丁胺）可以提供给因非复杂性水样腹泻而影响工作能力的患者或有旅行者腹泻的患者。	"（食物中毒，""药物治疗""，止泻药）"
（一）急性再障 （重型再障）的治疗 1.去除病因 对一切可疑的致病因素，均应立即停止接触、应用。 （5）大剂量丙种球蛋白。	"（急性再障，""药物治疗""，大剂量丙种球蛋白）"
1.营养支持IBD患儿的发病高峰年龄是儿童生长发育的关键时期，除了生长发育对营养物质的需求量增加之外，IBD患儿常有食欲下降、营养物质吸收障碍和丢失增多等现象，营养治疗是IBD 治疗的重要措施之一。可以给予全肠内营养，即停止经口摄食,给予多聚配方或要素配方经鼻胃管喂养。	"（IBD，""药物治疗""，多聚配方），（IBD，“药物治疗”，要素配方），（IBD，“临床表现”，食欲下降）"
3.肾上腺皮质激素治疗 肾上腺皮质激素治疗GBS的疗效尚有争议。有报道指出肾上腺皮质激素与静脉注射丙球蛋白联合应用疗效显著。	"（GBS，""药物治疗""，肾上腺皮质激素），（GBS，“药物治疗”，丙球蛋白）"
脑炎@## 治疗步骤 该病为医疗急症；因此，治疗包括：基本急救措施，确保气道通畅、呼吸和循环正常，怀疑病毒性脑炎时，在诊断过程中应根据经验进行抗病毒治疗。脑炎@其他患者，特别是存在并发症的患者（例如，有明显的电解质异常、卒中、颅内压 [ICP] 升高、脑水肿、昏迷、癫痫发作或癫痫持续状态），应收入 ICU，最好是神经重症监护室进行治疗。	"（脑炎，""临床表现""，有明显的电解质异常），（脑炎，“临床表现”，颅内压 [ICP] 升高），（脑炎，“临床表现”，昏迷），（脑炎，“药物治疗”，电解质）"
维生素K缺乏症是由于维生素K缺乏引起的凝血障碍性疾病。	"（维生素K缺乏症，""病因""，维生素K缺乏）"
稳定型缺血性心脏疾病@ β-受体阻滞剂治疗 * β受体阻滞剂可降低心率和心肌收缩力，进而降低心肌耗氧量和减轻心绞痛症状。	"（心绞痛，""药物治疗""，β受体阻滞剂），（稳定型缺血性心脏疾病，“药物治疗”，β-受体阻滞剂治疗）"
阻断M1及M2受体，抑酸差，解痉镇痛好，限用于DU及少数有痉挛疼痛的GU患者，消化性溃疡有胃排空不良者不用。 （4）前列腺素E（PGE）：人工合成的类似物有米索前列醇（misoprostol）等。	"（消化性溃疡，""药物治疗""，前列腺素E（PGE））"
溃疡性结肠炎@附加 –   环孢素或英夫利昔单抗 针对经选择患者组部分患者的治疗推荐 #### 第一选择 [ 环孢素 ](/druglink?dd=MARTINDALE) open_in_new : 向专家咨询指导剂量 #### 第二选择 [ 英夫利昔单抗 ](/druglink?dd=MARTINDALE) open_in_new : 5 mg/kg，静脉使用，最初在第 0 周、第 2 周和第 6 周各一次，接着 5 mg/kg，每 8 周一次 如果患者在72小时内对静脉皮质类固醇治疗反应不佳，且患者足够稳定、可推迟手术，应考虑加用环孢素或英夫利昔单抗。	"（溃疡性结肠炎，""药物治疗""，环孢素），（溃疡性结肠炎，“药物治疗”，英夫利昔单抗），（溃疡性结肠炎，“药物治疗”，皮质类固醇）"
3.肝功能损害及胆汁淤积（PN associated cholestasis，简称PNAC） 临床特征是应用PN期间出现不能解释的黄疸和（或）肝功能损害，其确切病因目前尚不知道，大多学者认为由多因素引起，主要包括：①早产儿、低体重儿：Beale等报道，出生体重＜2000g在PN 2周后，有50%的患儿发生胆汁淤积；出生体重在1000～2000g，其发生率为15%。②禁食作用：PNAC的发生率随禁食时间的延长而增加，多数病例在PN进行2～10周后发生。	"（肝功能损害及胆汁淤积，""病因""，禁食作用），（肝功能损害及胆汁淤积，“病因”，早产儿、低体重儿）"
患者外周血淋巴细胞培养上清液经尾静脉注射可致小鼠发生大量蛋白尿和肾病综合征的病理改变,表明T淋巴细胞异常参与本病的发病。	"（肾病综合征，""病因""，T淋巴细胞异常）"
隐球菌病@ 4.伊曲康唑 是广谱三唑类抗真菌药，不易通过血-脑屏障进入脑脊液，但在脑组织中有较高的浓度。	"（隐球菌病，""药物治疗""，伊曲康唑）"
