text	label
类风湿关节炎@## 新兴疗法 ### Sarilumab Sarilumab 是一种与白介素-6 (IL-6) 受体结合的人源性单克隆抗体。类风湿关节炎@该药已被美国食品药品监督管理局 (Food and Drug Administration, FDA) 批准用于对一种或多种改善病情抗风湿药（例如甲氨蝶呤）反应不足或不耐受的风湿性关节炎成年患者。	（类风湿关节炎，药物治疗，甲氨蝶呤），（类风湿关节炎,药物治疗,Sarilumab）
急性咽喉炎@ 病毒性咽炎： * 常见的致病病毒包括 EB 病毒（单核细胞增多症）、腺病毒、肠道病毒、A 型和 B 型流感病毒以及副流感病毒 * 可有或没有咽分泌物 * 传染性单核细胞增多症通常伴有淋巴结肿大和脾肿大 * 培养阴性可支持诊断。	（病毒性咽炎，病因，EB 病毒），（病毒性咽炎,病因,单核细胞增多症），（病毒性咽炎,病因,腺病毒），（病毒性咽炎,病因,A 型和 B 型流感病毒），（病毒性咽炎,病因,副流感病毒），（传染性单核细胞增多症,临床表现,淋巴结肿大），（传染性单核细胞增多症,临床表现,培养阴性），（病毒性咽炎,病因,肠道病毒），（传染性单核细胞增多症,临床表现,脾肿大）
中耳炎@48 到 72 小时后仍有症状的患者可能需要采用广谱抗生素治疗。	（中耳炎，药物治疗，广谱抗生素）
引起小儿呼吸、心搏骤停的病因如下： （一）呼吸系统疾病 如上气道阻塞（如异物、反流、喉痉挛、喉水肿等）、下气道疾病（如继发于呼吸衰竭或呼吸停止的疾病）。 （三）中毒与药物过敏 如药品（麻醉性抑制剂、镇静剂、抗节律不齐药物中毒）、农药、有害气体中毒、青霉素过敏等。	（小儿呼吸、心搏骤停，病因，中毒与药物过敏），（小儿呼吸、心搏骤停,病因,药品），（小儿呼吸、心搏骤停,病因,麻醉性抑制剂），（小儿呼吸、心搏骤停,病因,镇静剂），（小儿呼吸、心搏骤停,病因,抗节律不齐药物中毒），（小儿呼吸、心搏骤停,病因,农药），（小儿呼吸、心搏骤停,病因,有害气体中毒），（小儿呼吸、心搏骤停,病因,青霉素过敏），（小儿呼吸、心搏骤停,病因,呼吸系统疾病），（小儿呼吸、心搏骤停,病因,上气道阻塞），（小儿呼吸、心搏骤停,病因,异物），（小儿呼吸、心搏骤停,病因,反流），（小儿呼吸、心搏骤停,病因,喉痉挛），（小儿呼吸、心搏骤停,病因,喉水肿），（小儿呼吸、心搏骤停,病因,下气道疾病）
仅有不到10%的儿童NHL为缺乏表面免疫球蛋白的早前B细胞肿瘤。	（儿童NHL，病因，缺乏表面免疫球蛋白）
（二）慢性再障治疗 慢性再障的发病机制以造血微循环的缺陷为主，其中一部分发展成重型再障（SAA-Ⅱ型），则与免疫紊乱抑制造血功能有关。 （4）莨菪浸膏片：每次10mg，每日3次，口服，每日递增10～20mg至每次240～300mg，30日为一疗程，休7日后重复。	（慢性再障，药物治疗，莨菪浸膏片），（慢性再障治疗,病因,造血微循环）
真菌性脑膜炎@在特定环境中的其他免疫抑制患者中，伊曲康唑预防治疗可能也适用。	（真菌性脑膜炎，药物治疗，伊曲康唑）
肾小球肾炎@根据肾小球肾炎的病因选择皮质类固醇。	（肾小球肾炎，药物治疗，皮质类固醇）
溃疡性结肠炎@附加 –   环孢素或英夫利昔单抗 针对经选择患者组部分患者的治疗推荐 #### 第一选择 [ 环孢素 ](/druglink?dd=MARTINDALE) open_in_new : 向专家咨询指导剂量 #### 第二选择 [ 英夫利昔单抗 ](/druglink?dd=MARTINDALE) open_in_new : 5 mg/kg，静脉使用，最初在第 0 周、第 2 周和第 6 周各一次，接着 5 mg/kg，每 8 周一次 如果患者在72小时内对静脉皮质类固醇治疗反应不佳，且患者足够稳定、可推迟手术，应考虑加用环孢素或英夫利昔单抗。	（溃疡性结肠炎，药物治疗，环孢素），（溃疡性结肠炎,药物治疗,英夫利昔单抗），（溃疡性结肠炎,药物治疗,皮质类固醇）
细菌感染(本节中不包括法定传染病） 1)致腹泻大肠埃希菌:根据引起腹泻的大肠埃希菌不同致病毒性和发病机制,已知菌株可分为5大组:①致病性大肠埃希菌(enteropathogenic E. coli，EPEC):为最早发现的致腹挥大肠埃希菌。⑤黏附-集聚性大肠埃希菌（enteroadherent-aggregative E. coli, EAEC )： 以集聚方式黏附于下段小肠和结肠黏膜致病，不产生肠毒素，亦不引起组织损伤。	（腹泻，病因，黏附-集聚性大肠埃希菌），（腹泻,病因,致病性大肠埃希菌）
阿尔茨海默病@易感基因 ApoE-4（第 19 号染色体）可导致散发的迟发型 AD。	（散发的迟发型 AD，病因，易感基因 ApoE-4）
消化性溃疡病@如果患者对青霉素过敏，则可以用甲硝唑替代阿莫西林。	（消化性溃疡病，药物治疗，甲硝唑）
肺结核@英国指南和世界卫生组织 (WHO) 指南推荐了一个补充治疗选择，即给予异烟肼和利福平，每日一次，持续 3 个月。	（肺结核，药物治疗，异烟肼），（肺结核,药物治疗,利福平）
对伴有骨病者可应用维生素D制剂，如维生素D（5000～10 000U/d）、1，25-（OH）2-D3（Rocaltrol，0. 25μg/ d）治疗，应注意高钙血症发生。	（骨病者，药物治疗，维生素D制剂）
2.扎那米韦 用于治疗甲型和乙型流感。	（甲型和乙型流感，药物治疗，扎那米韦）
③真菌性肠炎:多为白念珠菌所致，2岁以下婴儿多见。病程迁延，常伴鹅口疮。	（真菌性肠炎，病因，白念珠菌）
非ST段抬高型心肌梗死@降低死亡率：低质量证据表明普洛萘尔与安慰剂比较，能够降低使用最佳剂量硝酸酯和硝苯地平不稳定型心绞痛患者的30 d死亡率、心肌梗死发生率以及需行冠状动脉旁路移植术或经皮冠状动脉介入治疗的几率。	（不稳定型心绞痛，药物治疗，硝苯地平），（心肌梗死,药物治疗,硝苯地平）
无症状性低血糖但能进食的患儿可先进食,并密切监测血糖，低血糖不能纠正者可静脉输注葡萄糖，按6 ~8mg/(kg ? min)速率输注，每小时监测血糖1次，并根据血糖测定结果调节输糖速率，稳定24小时后逐渐停用。	（无症状性低血糖，药物治疗，葡萄糖）
【分类】 根据溶血因素存在的部位不同，可将溶血性贫血分为红细胞内和红细胞外两大类。 （3）戊糖磷酸盐通路及谷胱苷肽代谢有关的酶缺乏： 1）葡萄糖-6-磷酸脱氢酶（G-6-PD）缺乏。	（溶血性贫血，病因，葡萄糖-6-磷酸脱氢酶（G-6-PD）缺乏）
疟疾感染@## 病因学 疟疾是由疟原虫感染所致。	（疟疾，病因，疟原虫感染）
成人哮喘@虽然指南有推荐，但流感疫苗接种并没有被证明能预防哮喘发作。	（哮喘，药物治疗，流感疫苗）
糖原贮积症（glycogen storage disease,GSD)是一组由于先天性酶缺陷所造成的糖原代谢障碍性疾病。根据临床表现和受累器官分为肝糖原贮积症和肌糖原贮积症。	（糖原贮积症，病因，先天性酶缺陷）
稳定型缺血性心脏疾病@ * 对于无法耐受高强度他汀类药物的患者，可以尝试中等强度他汀类药物。稳定型缺血性心脏疾病@还应当仔细评估患者的依从性和耐受性。	（稳定型缺血性心脏疾病，药物治疗，中等强度他汀类药物）
血吸虫病@在血吸虫病流行国家，并长时间暴露于高风险水域的人们，应在返途中服用预防剂量的吡喹酮。	（血吸虫病，药物治疗，吡喹酮）
急性咽喉炎@对青霉素治疗无反应史也应引起怀疑。	（急性咽喉炎，药物治疗，青霉素）
垂体功能减退@ 7.垂体手术 8.其他 * 外伤性脑损伤：外伤性脑损伤可能会导致一种或多种垂体激素缺乏，在较年轻的人群中尤其常见。垂体功能减退@ * 空蝶鞍综合征。	（垂体功能减退，病因，垂体手术）
阿尔茨海默病@认知症状和功能：低质量证据表明，对于中度至重度或轻度至中度 AD 患者，与应用安慰剂相比，应用美金刚可使 24-28 周的认知功能评分和整体功能评分出现轻微改善。	（阿尔茨海默病，药物治疗，美金刚）
感染性心内膜炎（infective endocarditis，IE ) 80%以上由链球菌和葡萄球菌所致,其他尚有真菌、衣原体、立克次体及病毒等。 原有的心脏杂音加重,出现新的心脏杂音，或心功能不全。	（感染性心内膜炎，临床表现，原有的心脏杂音加重），（感染性心内膜炎,临床表现,心脏杂音），（感染性心内膜炎,临床表现,心功能不全），（感染性心内膜炎,病因,链球菌），（感染性心内膜炎,病因,葡萄球菌），（感染性心内膜炎,病因,真菌），（感染性心内膜炎,病因,衣原体），（感染性心内膜炎,病因,立克次体及病毒）
【诊断】 破伤风的症状最有特征性，根据消毒不严的接生史、出生后典型发作表现，一般容易诊断；早期尚无典型表现时，可用压舌板检查患儿咽部，若越用力下压，压舌板反被咬得越紧，也可确诊。 （四）抗生素 青霉素：能杀灭破伤风梭菌，10万～20 万U/（kg?d），每天分2次，疗程10天左右。	（破伤风，药物治疗，抗生素）
小儿哮喘@过敏原的免疫治疗方法可以分为皮下免疫疗法(SCIT)和舌下免疫疗法(SLIT)。小儿哮喘@ 脱敏疗法适用于常见的过敏原，如花粉、屋尘螨和猫毛。	（小儿哮喘，病因，过敏原），（小儿哮喘,病因,花粉），（小儿哮喘,病因,屋尘螨），（小儿哮喘,病因,猫毛）
胃炎@酒精相关胃炎应该鼓励患者减少或停止饮酒。胃炎@ 对于必须服用NSAID的患者来说，使用H2受体拮抗剂或PPI进行对症治疗有效，同时也有必要。	（胃炎，药物治疗，使用H2受体拮抗剂），（胃炎,药物治疗,PPI）
痛风@ 别嘌呤醇减少尿酸的生成。	（痛风，药物治疗，别嘌呤醇）
转移性乳腺癌@因转移性疾病而接受双膦酸盐或德尼单抗治疗的患者也应补充钙剂和维生素 D（例如麦角钙化醇或胆骨化醇）。	（转移性乳腺癌，药物治疗，维生素 D），（转移性乳腺癌,药物治疗,麦角钙化醇），（转移性乳腺癌,药物治疗,胆骨化醇）
维生素K缺乏症是由于维生素K缺乏引起的凝血障碍性疾病。	（维生素K缺乏症，病因，维生素K缺乏）
患者外周血淋巴细胞培养上清液经尾静脉注射可致小鼠发生大量蛋白尿和肾病综合征的病理改变,表明T淋巴细胞异常参与本病的发病。	（肾病综合征，病因，T淋巴细胞异常）
新生儿窒息多为产前或产时因素所致，产后因素较少。 4.分娩因素 如难产、高位产钳、臀位、胎头吸引不顺利；产程中麻醉药、镇痛药及催产药使用不当等。	（新生儿窒息，病因，分娩因素）
【治疗】 FNS对肾上腺皮质激素治疗反应差，常表现为对肾上腺皮质激素抵抗。 （五）近年有报告应用血管紧张素转换酶抑制剂 （ACEI），也有报告伴用吲哚美辛（消炎痛），可减轻其蛋白尿者。	（FNS，药物治疗，吲哚美辛）
但患儿常有窒息、感染或使用激素等原发病史，一般情况较差，腹部体征明显，易与新生儿出血症 鉴别。 【治疗】 给予维生素K11 ~2mg静脉滴注，出血可迅速停止,通常数小时内凝血因子水平即可上升，24小时完全纠正。	（新生儿出血症，药物治疗，维生素K1）
图12-2 Bartter综合征的诊断步骤 【鉴别诊断】 1.原发性醛固酮增多症 可出现低血钾和高醛固酮血症，但有高血压和低肾素血症，对血管紧张素反应敏感。 3.前列腺素合成酶抑制剂 如吲哚美辛、布洛芬及阿司匹林，可改善临床症状，纠正高肾素血症和高醛固酮血症。	（Bartter综合征，药物治疗，前列腺素合成酶抑制剂），（Bartter综合征,药物治疗,吲哚美辛），（Bartter综合征,药物治疗,布洛芬），（Bartter综合征,药物治疗,阿司匹林）
肝硬化@在重度低钠血症患者中，使用伐普坦类治疗可能使血清钠水平增高， 但应用伐普坦类药物并不能减少死亡、肝脏并发症或肾衰竭的发生。	（重度低钠血症，药物治疗，伐普坦），（重度低钠血症,药物治疗,伐普坦类药物）
HELLP 综合征@血小板计数＜25×10^9/L(＜25,000/μL)（或者如果出血、大量输血或手术，则＜30×10^9/L[＜30,000/μL]）时 –联合 –  输注血小板±抗 D 免疫球蛋白 针对经选择患者组全部患者的治疗推荐 #### 第一选择 [抗 D 免疫球蛋白]:请专科医生会诊，指导给药 输注血小板的作用仅是暂时的，因为迅速发生消耗。HELLP 综合征@一袋标准包装的血小板通常是6个单位，估计能使血小板计数增加30,000/mm^3。	（HELLP 综合征，药物治疗，抗 D 免疫球蛋白）
病毒性脑膜炎@腰椎穿刺可确诊病毒性脑膜炎，从而停止抗生素治疗。	（病毒性脑膜炎，药物治疗，抗生素治疗）
手足口病（hand,foot and mouth disease,HFMD)是由肠道病毒引起的急性发热出疹性疾病,发病人 群以5岁以下儿童为主，同一儿童可因感染不同血清型的肠道病毒而多次发病。大多数患者症状轻微，主要表现为口腔和四肢末端的斑丘疹、疱疹，少数病例可出现无菌性脑膜炎、脑干脑炎、脑脊髓炎、急性弛缓性麻痹、神经源性肺水肿或肺出血、心肺功能衰竭等重症表现,病情进展迅速甚至导致死亡’给儿童的生命健康带来严重威胁。	（手足口病，临床表现，斑丘疹），（手足口病,临床表现,疱疹），（手足口病,病因,肠道病毒）
额叶脑脓肿常见病原是微需氧葡萄球菌、厌氧菌和肠杆菌。	（额叶脑脓肿，病因，微需氧葡萄球菌），（额叶脑脓肿,病因,厌氧菌），（额叶脑脓肿,病因,肠杆菌）
食物中毒@### 重度疾病 查看全部   首选 –   静脉补液 乳酸林格液或生理盐水溶液。	（食物中毒，药物治疗，静脉补液）
第七章 气管、支气管疾病 第一节 先天性气道畸形 一、气管软化 气管软化（tracheomalacia）因气管软骨先天发育不良所致，可同时伴有喉软化（laryngomalacia），两者是先天性喉喘鸣的主要原因。 本病以保守疗法为主，包括增强营养、适当补充维生素D及钙剂，保持呼吸道通畅。	（气管软化，病因，气管软骨先天发育不良）
转移性乳腺癌@结果 可能为雌激素受体及孕激素受体阳性或阴性、人表皮生长因子受体-2 (HER2) 阳性或阴性 ### 多门控捕获 (MUGA) 扫描 检查 结果 检查 下一步治疗中如果应用多柔比星或曲妥珠单抗，应慎重考虑。转移性乳腺癌@这类药物导致射血分数下降，多门控捕获扫描 (MUGA) 可在治疗开始之前给出心功能基础值。	（转移性乳腺癌，药物治疗，多柔比星），（转移性乳腺癌,药物治疗,曲妥珠单抗）
肥厚型心肌病@需要监测地高辛水平。	（肥厚型心肌病，药物治疗，地高辛）
脑膜炎的治疗应用大剂量的青霉素，也可用氨苄西林加庆大霉素，疗程2～3周。	（脑膜炎，药物治疗，青霉素），（脑膜炎,药物治疗,氨苄西林加庆大霉素）
感染性心内膜炎@由 _金黄色葡萄球菌_ 引起的心内膜炎感染往往进展迅速，死亡率超过 45%。	（心内膜炎感染，病因，金黄色葡萄球菌）
破伤风@镇静剂有助于减轻自主神经失调，苯二氮卓类药物和硫酸吗啡均具有这一作用。破伤风@硫酸吗啡可减少心脏和血管系统的交感神经张力，改善心血管稳定性，而不影响心脏功能。	（自主神经失调，药物治疗，硫酸吗啡），（自主神经失调,药物治疗,苯二氮卓类药物），（自主神经失调,药物治疗,镇静剂）
我国有不同地区的学者通过对正常新生儿血清胆红素水平的动态监测，证实我国正常新生儿生理性黄疸时其血清胆红素峰值高于传统的诊断水平，故需要进行更大样本的前瞻性研究，才能得出我国新生儿生理性黄疸的诊断标准。 2.血清蛋白联结运送不足 新生儿刚出生后存在或多或少的酸中毒，故常显示胆红素与清蛋白的联结不足，特别是早产儿清蛋白水平偏低，如用药不当，医源性地加入了争夺清蛋白的物质，使胆红素运送受阻。	（新生儿生理性黄疸，病因，血清蛋白联结运送不足）
慢性胰腺炎@普瑞巴林（一种可有效治疗其他原因所致的中枢神经性疼痛的加巴喷丁类似物）与安慰剂相比，可以更好地缓解慢性胰腺炎患者的疼痛症状， 尽管它尚未获准用于此类治疗。	（慢性胰腺炎，临床表现，疼痛），（慢性胰腺炎,药物治疗,普瑞巴林）
念珠菌病@ （3）两性霉素B：用于全身性深部念珠菌病。	（全身性深部念珠菌病，药物治疗，两性霉素B）
感染性心内膜炎@### 自体和人工瓣膜：肠球菌 对肠球菌心内膜炎的治疗类似于对草绿色链球菌的治疗，基于对青霉素敏感性的检查结果。感染性心内膜炎@治疗选择包括一种 β-内酰胺或万古霉素加庆大霉素（或在一些患者中使用链霉素），或者使用双重 β-内酰胺方案。	（肠球菌心内膜炎，药物治疗，万古霉素），（肠球菌心内膜炎,药物治疗,链霉素）
【诊断】 找到蛲虫卵或发现蛲虫成虫即可确诊蛲虫病。 5.枸橼酸哌嗪 50～60mg/（kg?d），早晚分2次口服，连服7～10天，1天总量不超过2g，以后每周服药2天，剂量同上，可防止再感染，共服4周。	（蛲虫病，药物治疗，枸橼酸哌嗪）
【病因】 （一）日光照射不足 1，25（OH）2维生素D3可由皮肤经日照产生，如日照不足，尤其在冬季，需定期通过膳食补充。 （四）钙、磷、维生素D需要量增多 早产儿因生长速度快和体内储钙不足而易患佝偻病；婴儿生长发育快，对维生素D和钙的需要量增多，故易引起佝偻病；2岁后因生长速度减慢，且户外活动增多，佝偻病的发病率逐渐减少。	（佝偻病，病因，日光照射不足），（佝偻病,病因,钙、磷、维生素D需要量增多）
广泛性焦虑障碍@抗精神病药物不应作为GAD的一线治疗使用。	（GAD，药物治疗，抗精神病药物）
百日咳@对于有明显禁忌证或不能耐受大环内酯类药物的患儿，推荐使用甲氧嘧啶/磺胺甲基异恶唑。	（百日咳，药物治疗，大环内酯类）
多发性骨髓瘤@已在一项比较高剂量马法兰后自体干细胞移植和化疗巩固（环磷酰胺和地塞米松）+来那度胺的研究中得到证实。	（多发性骨髓瘤，药物治疗，化疗），（多发性骨髓瘤,药物治疗,环磷酰胺），（多发性骨髓瘤,药物治疗,地塞米松），（多发性骨髓瘤,药物治疗,来那度胺）
