text	label
深发展联姻平安可能延期 完成交易再考虑是否募资	(深发展，“合作”，平安),(平安，“合作”，深发展)
<N>-200<N>年度和<N>年<N>-<N>月的备考合并财报显示,广晟有色将上述<N>家公司权益置入上市公司后,ST有色的财务安全和资金流状况并未得到彻底改善。	(广晟有色，“拥有”，有色)
与此同时,昨日有国外媒体报道称,中国建设银行也将参与中国银行悉尼分行牵头的此次银团贷款,显示了资本对于这起收购案的信心。	(中国建设银行，“合作”，中国银行悉尼分行),(中国银行悉尼分行，“合作”，中国建设银行)
下的广西华泰机器有限公司是广西玉柴、江淮叉车厂的配套供应商;旗下的另一家公司柳州市汽车齿轮总厂,是东风柳州汽车有限公司、上汽通用五菱主机厂配套供货厂商。	(江淮叉车厂，“合作”，上汽通用五菱主机厂),(上汽通用五菱主机厂，“合作”，江淮叉车厂)
加盟美的以后,小天鹅分享了美的的市场网络资源,产品销售从一、四级市场,销量增长很快。	(小天鹅，“合作”，美的),(美的，“合作”，小天鹅)
前,泛海控股的综合金融布局已经初步形成,旗下已拥有民生证券券商牌照,在信托领域已拥有民生信托,此次收购民安财险控股权之后,泛海控股的金融布局将更加全面。	(民生证券，“合作”，泛海控股),(泛海控股，“合作”，民生证券)
起诉书披露,广海公司于<N>年<N>月设立,由广发行全资控股的广东广控集团有限公司与深圳市海龙王房地产开发有限公司(下称“海龙王”)合作设立,	(广东广控集团有限公司，“合作”，海龙王),(海龙王，“合作”，广东广控集团有限公司)
在协议获得政府有关监管部门批准后,双方将开始广泛而深入的合作,充分协调技术资源,统筹各方优势,支持和推动宝腾及路特斯汽车的转型。	(宝腾，“合作”，路特斯汽车),(路特斯汽车，“合作”，宝腾)
上述人士告诉记者,中核汇能与中海油的合作好像还是首次,不过集团层面此前就有合作。	(中核汇能，“合作”，中海油),(中海油，“合作”，中核汇能)
对于公司前后的反复行为,昨日有券商分析师表示,绿大地对广南基地的态度反复,表现出公司在战略转型上的举棋不定。	(绿大地，“合作”，广南基地),(广南基地，“合作”，绿大地)
目前美的集团已拥有美的电器、威灵控股三家上市公司,计划在三年内使上市公司的数量达到<N>家。	(美的集团，“拥有”，美的电器)
<N>年,深国投附属公司深国投商用置业有限公司成立。	(深国投，“拥有”，深国投商用置业有限公司)
在银杏叶风波以前,华纳大主要是对外采购银杏叶提取物原料,正是其中一次与桂林兴达的合作将公司卷入银杏叶违规提取的质量旋涡中。	(华纳，“合作”，桂林兴达),(桂林兴达，“合作”，华纳)
<N>月2<N>日,注入大润发和欧尚两个品牌在大陆所有门店资产的高鑫零售有限公司在香港上市,	(高鑫零售有限公司，“拥有”，大润发)
几次合并的“绯闻”,如中远集团、招商局均曾提出愿与中外运合并,但中外运则是偏偏独爱长航,愿与其合并,在一番竞争与平衡之后,中外运与长航集团终于喜结连理。	(中远集团，“合作”，长航集团),(长航集团，“合作”，中远集团)
同方股份有关人士也透露,此次合作的基本思路是,同方股份希望通过交易进入产业链上游的电子元器件制造领域,利用晶源电子在石英晶体元器件方面的业务基础,	(同方股份，“合作”，晶源电子),(晶源电子，“合作”，同方股份)
中国电信将为南航量身打造“总机服务”“综合办公”“<N>G订票”“手机二维码值机”“移动视频监控”等增值服务,	(中国电信，“合作”，南航),(南航，“合作”，中国电信)
除了向NBA支付购买比赛版权等相关费用以外,新浪还将向NBA支付一定比例的广告分成。	(NBA，“合作”，新浪),(新浪，“合作”，NBA)
流控股签订的《天津市海运股份有限公司国有股份转让协议》中,天海集团表示无偿将全资附属企业天津天海化纤厂拥有的塘沽区东沽东盐路<N>号的<N>.<N>万平方米土地,	(天海集团，“拥有”，天津天海化纤厂)
,近日两家公司都签订了重大合同:去年<N>月<N>日中国南车公告称,全资子公司南车戚墅堰机车有限公司与铁道部北京铁路局签订了HXN<N>型大功率内燃机车销售合同,	(中国南车，“拥有”，南车戚墅堰机车有限公司)
中国工信出版集团是由人民邮电出版社和电子工业出版社及其所属实体组成的企业联合体,以中国工信出版传媒集团有限责任公司为母公司,	(中国工信出版传媒集团有限责任公司，“拥有”，中国工信出版集团)
针对此次双方的注资传闻,中国证券报记者随即致电中铝公司副总经理吕友清,他承认曾与力拓就注资合作进行过接触,	(中铝公司，“合作”，力拓),(力拓，“合作”，中铝公司)
但上述ST松辽高管对此说法并不认同,他表示,ST松辽将汽车生产目录转入中顺汽车,是为了尽快开始生产运营。	(松辽，“合作”，中顺汽车),(中顺汽车，“合作”，松辽)
国华人寿纳入之后,天茂集团的业绩在今年也有了飞跃性的改善。	(天茂集团，“拥有”，国华人寿)
微妙的是,在蚂蚁金服更早的一份媒体回应中称,之所以花费较长时间,是在流量向支付宝位于深圳的数据中心迁移的时候,	(蚂蚁金服，“拥有”，支付宝)
点心的切入点,是从基于Google开源的Android系统进行本土化的优化改进。	(点心，“合作”，Google),(Google，“合作”，点心)
陈柄霖对本报记者说,百胜并购小肥羊后,面临的最大问题就是中西文化之间的巨大差异,虽然百胜把必胜客、肯德基做得很成功,	(百胜，“拥有”，必胜客)
其中,收购方华胜旅业基金管理人天津华胜股权投资管理有限公司为北京旅游控股子公司。	(北京旅游，“拥有”，天津华胜股权投资管理有限公司)
<N>年,中国联通成立专门运营终端的子公司联通华盛,与中国联通终端管理中心两块牌子、一套人马。	(中国联通，“拥有”，联通华盛)
泰尔重工不断拓展新的投资领域,日前联合中国一重、马钢股份与马鞍市政府签约高端装备制造基地项目,进军高端装备制造业,项目总投资达<N>亿元。	(泰尔重工，“合作”，中国一重),(中国一重，“合作”，泰尔重工)
在此之前,铁总与阿里巴巴在物流方面已有合作先例。	(铁总，“合作”，阿里巴巴),(阿里巴巴，“合作”，铁总)
羚锐制药今日公告,控股子公司河南羚锐保健品股份有限公司,拟与关联方信阳羚锐发展有限公司、河南新亚钢铁储运服务有限公司以及其他自然人唐金利等,	(羚锐制药，“拥有”，河南羚锐保健品股份有限公司)
长航凤凰与长航油运今日同时公告称,其共同的实际控制人长江航运总公司与中国对外贸易运输总公司向国资委共同报送重组请示,	(中国对外贸易运输总公司，“拥有”，长航凤凰)
经双方协商一致,万通新创现向TCL集团回转其持有的冠邦置业<N>%股权,冠邦置业拥有之土地使用权将作为TCL集团的战略储备。	(TCL集团，“拥有”，冠邦置业)
商报讯最近,国航、南航与支付宝合作,推出手机购票即时支付服务。	(南航，“合作”，支付宝),(支付宝，“合作”，南航)
杨文俊向记者介绍,基于这种情况,中粮董事长宁高宁明确地讲,希望“把蒙牛牛奶供应链做好”。	(中粮，“合作”，蒙牛),(蒙牛，“合作”，中粮)
如,万泽股份今天披露,公司全资下属企业广东万泽实业股份有限公司热电一厂于<N>月<N>日接到汕头市金平区“三旧”改造工作领导小组办公室下发的通知,	(万泽股份，“拥有”，广东万泽实业股份有限公司热电)
到,在TCL集团<N>年光荣榜上,王康平是除史万文之外,第二位没有获得嘉奖的集团高级副总裁,不过,史万文带领的TCL新技术公司还是获得了发明专利金奖。	(TCL集团，“拥有”，TCL新技术公司)
年里,京东商城、淘宝商城销量纷纷突破百亿,<N>月<N>日,苏宁电器公布<N>年业绩快报表示,公司将加快连锁网络布局,同时,今年内,苏宁易购实现销售额翻番,	(苏宁电器，“拥有”，苏宁易购)
据绿城代建集团中航绿城?理想城项目相关负责人透露,该楼盘本应去年<N>月份交房;	(绿城代建集团，“拥有”，中航绿城)
<N>月<N>日,汇金公司就曾宣布,将于近期发债募集资金1<N>75亿元,用于参与中国银行、出口信用保险公司两家政策性金融机构。	(汇金公司，“合作”，中国银行),(中国银行，“合作”，汇金公司)
界关注西藏生态环境,积极参与青藏高原保护的行动,联合利华力士品牌携手大润发共同推出大润发“力士·绿哈达行动一人一瓶一平米青藏万亩植绿计划”主题环保活动。	(联合利华，“合作”，大润发),(大润发，“合作”，联合利华)
梁广义利用美达股份下属全资子公司新会德华尼龙切片有限公司采购技改项目所需钢材及设备的名义,	(美达股份，“拥有”，德华尼龙切片有限公司)
于日渐扩大的国内外服装贸易,茵曼公司的前身有着贴牌加工的背景,其品牌创立于<N>年,在<N>年淘宝网“双<N>”期间以单日销售<N>余万元而迅速走红,	(茵曼公司，“合作”，淘宝网),(淘宝网，“合作”，茵曼公司)
日本花王借上海家化开拓中国市场	(日本花王，“合作”，上海家化),(上海家化，“合作”，日本花王)
本报记者独家获悉,这次TCL多媒体的组织架构调整主要集中在总部层面,除了保留原有的四大业务中心、乐华和家庭网络两大事业部外,	(TCL，“拥有”，乐华)
农行总行资产负债管理部总经理张克秋表示,农行需要大力发展中间业务,提高运营效率,实现成本收入比的下降,争取控制在<N>%~<N>%的水平。	(农行，“拥有”，农行总行)
原联通销售部总经理周山调任江苏联通任总经理;	(联通，“拥有”，江苏联通)
今年上半年,上海汽车抓住机遇,市场销量继续稳居行业首位,占据了全国<N>%以上的市场份额,其中合资公司上海大众的贡献功不可没。	(上海汽车，“拥有”，上海大众)
大秀服饰将于今年秋季在唯品会独家上线,最低只要<N>元的“呆萌价格”就可拥有从T台到衣柜的“傲娇”时装周潮服。	(大秀服饰，“合作”，唯品会),(唯品会，“合作”，大秀服饰)
据《齐鲁晚报》报道,位于山东济南二环东路的乐购超市即将关闭,该门店是乐购进驻济南的第一家,200<N>年<N>月开店,面积近<N>万平方米。	(乐购，“拥有”，乐购超市)
邯矿集团拥有的云驾岭煤矿、陶二煤矿、陶二矸石热电厂经营性资产及负债;	(邯矿集团，“拥有”，陶二煤矿)
据悉,华联股份刚刚与中国远洋集团达成购物中心管理意向,并签订了北京北四环购物中心的管理协议。	(华联股份，“拥有”，北京北四环购物中心)
根据浙商财险公布的资料显示,侨兴集团两家下属企业<N>年在广东金融高新去股权交易中心有限公司备案发行量<N>期私募债,共募集资金<N>亿元。	(侨兴集团，“合作”，广东金融高新去股权交易中心有限公司),(广东金融高新去股权交易中心有限公司，“合作”，侨兴集团)
联通省级公司的一位相关人士表示,苹果iPad和iPhone<N>都离不开联通的支持,	(联通，“合作”，苹果),(苹果，“合作”，联通)
一天之后,联通牵手中国平安。。	(联通，“合作”，中国平安),(中国平安，“合作”，联通)
中铝方面在发布的新闻稿中称,公司以实现对江钨集团的控股为标志,与江西省“拉开了全方位深度合作的帷幕”。	(中铝，“拥有”，江钨集团)
NHK通过持有<N>%OAL的股权而间接参股联众,从<N>年以来双方一直合作愉快,公司目前没有收到NHK准备出售股份的正式书面通知。	(NHK，“拥有”，OAL)
中远海运方面给记者的最新信息显示,旗下中远海运港口有限公司通过中远海运阿布扎比与阿布扎比港务局于<N>年<N>月<N>日签订了特许权协议。	(中远海运港口有限公司，“合作”，中远海运),(中远海运，“合作”，中远海运港口有限公司)
为何要选择在华发行熊猫债?发债与此前北汽股份整体上市计划、北汽和戴姆勒的交叉持股以及戴姆勒全球产能扩张有何深刻的关联?	(北汽，“合作”，戴姆勒),(戴姆勒，“合作”，北汽)
FMG“牵手”葛洲坝合作在先融资随后	(FMG，“合作”，葛洲坝),(葛洲坝，“合作”，FMG)
但在<N>月<N>日,市场传出湖南华菱集团也通过旗下子公司湘钢递交了受让申请,成为辽宁方大集团的竞争者之一。	(湖南华菱集团，“拥有”，湘钢)
今年<N>月<N>日,S佳通因控股股东佳通中国筹划股权分置改革停牌。	(佳通中国，“拥有”，S佳通)
有知情人士向记者表示,连志军最早于去年底已提出离职意向,离职后,顺丰优选业务暂由顺丰商业事业群高层直接负责。	(顺丰，“合作”，顺丰商业),(顺丰商业，“合作”，顺丰)
其中君乐宝开啡尔等领先品牌持续领跑市场,特别是开啡尔在<N>年实现<N>%的销售增长率,远超行业平均水平,成为该品类最具潜力的黑马品牌。	(君乐宝，“拥有”，开啡尔)
根据潍柴动力回归A股借壳湘火炬时发布的股票上市公告书以及年报,当时潍柴动力下属有一家企业叫潍柴动力投资有限公司。。	(潍柴动力，“拥有”，潍柴动力投资有限公司)
凯旋科技公司承诺在世界杯期间体育栏目不少于<N>个核心项目的王老吉大健康公司产品植入;	(凯旋科技公司，“合作”，王老吉大健康公司),(王老吉大健康公司，“合作”，凯旋科技公司)
在这些直营店之外,凯撒至尊还将推出特许加盟模式,把进口家居售卖和服务网点覆盖红星美凯龙全国<N>多家商场。	(凯撒至尊，“合作”，红星美凯龙),(红星美凯龙，“合作”，凯撒至尊)
被划入百佳潜在买家名单的华润创业,便隶属于央企华润集团。。	(华润集团，“拥有”，华润创业)
若顺利拿下宁夏发电集团控制权,银星能源实际控制人将由宁夏国资委变更为中国铝业。	(宁夏发电集团，“拥有”，银星能源)
实际上,万达酒店及度假村已经在武汉拥有武汉万达嘉华以及委托管理的武汉万达威斯汀酒店,	(万达酒店及度假村，“拥有”，武汉万达嘉华)
协鑫集成将发挥与协鑫新能源的协同效应,在市场和渠道、资源整合,进一步扩大公司在全球市场的份额。	(协鑫集成，“合作”，协鑫新能源),(协鑫新能源，“合作”，协鑫集成)
据TCL通讯内部人士透露,德国运营商T-Mobile今年也与TCL通讯达成合作,其定购的ALCATELOT-<N>手机在各个市场热卖。	(TCL通讯，“合作”，T-Mobile),(T-Mobile，“合作”，TCL通讯)
<N>年<N>月<N>日和<N>月<N>日,光耀集团子公司珠海中融曾先后为新都酒店<N><N>万元和<N>万元的借款提供担保。	(光耀集团，“拥有”，珠海中融)
据知情人士透露,当时讨论的正是广西有色旗下的“锡王”华锡集团借壳上市。	(广西有色，“拥有”，华锡集团)
三元股份为三元集团带去了不少生意,而三元集团也凭借其雄厚的实力为三元股份<N>笔借款共计<N>.<N>亿元提供担保。	(三元股份，“合作”，三元集团),(三元集团，“合作”，三元股份)
中国证券网讯平安证券集团<N>日发布公告称,旗下间接全资子公司——平安证券正透过内地与香港关于建立更紧密经贸关系的安排在内地成立外资参股公司。	(平安证券集团，“拥有”，平安证券)
安信证券与招商银行推动新业务领域合作	(安信证券，“合作”，招商银行),(招商银行，“合作”，安信证券)
<N>年<N>月<N>日,天宸股份发布公告称,公司日前与金箍棒达成合作意向,拟将公司下属子公司天宸药业委托金箍棒承包经营,承包金额为每年<N>万元。	(金箍棒，“合作”，天宸药业),(天宸药业，“合作”，金箍棒)
而作为现任大股东对于这份公告又是一个什么态度呢?《每日经济新闻》记者拨打了普明物流此次的代表西安润基投资控股有限公司董事长郭根明的电话,	(西安润基投资控股有限公司，“拥有”，普明物流)
本次会议由国务院国资委研究中心指导,上海国有资本运营研究院和重庆渝富资本运营研究院共同发起,由山东国惠投资有限公司轮值主办。	(重庆渝富资本，“合作”，山东国惠投资有限公司),(山东国惠投资有限公司，“合作”，重庆渝富资本)
中航下属昌河哈飞等汽车项目并入长安汽车集团。	(长安汽车集团，“拥有”，昌河哈飞)
比亚迪<N>年<N>月开始销售新能源汽车F<N>DM,去年<N>月销售另一款新能源汽车E<N>,近两年多F<N>DM共销售了<N><N>5辆,实现营收<N>万元,E<N>共销售<N>	(比亚迪，“拥有”，E<N>)
北京<N>月<N>日讯<N>日晚间,华谊兄弟发布公告称,公司计划通过全资子公司华谊兄弟实景娱乐有限公司向深圳华谊兄弟文化创意产业有限公司增加投入<N>万元的资金。	(华谊兄弟，“拥有”，华谊兄弟实景娱乐有限公司)
乐视网副总裁金杰昨日在回应媒体质疑公司与海信集团合作违规时如是表示。	(乐视网，“合作”，海信集团),(海信集团，“合作”，乐视网)
根据计划,双方首先开发印度市场,计划将上汽通用五菱的微车产品和上海通用的产品将引入印度,作为通用扩大在印度市场占有率的主要车型。	(上汽通用五菱，“合作”，上海通用),(上海通用，“合作”，上汽通用五菱),(上海通用，“拥有”，上汽通用五菱)
王宗南善于资本运作,<N>年,由上海一百、华联、友谊和物资等上海四大商业集团组建、年销售收入近千亿元上海百联集团。	(华联，“合作”，友谊),(友谊，“合作”，华联)
全球服务部在中国的第三家分公司,这足以证明,IBM对中国的中西部发展重视,而入股长虹,长虹的案例和长虹的资源也将成为IBM咨询业务在中西部发展的助推器。	(长虹，“合作”，IBM),(IBM，“合作”，长虹)
一周内,海航集团旗下海航商业控股有限公司爆出两起收购案。	(海航集团，“拥有”，海航商业控股有限公司)
国资委:中国航信与UBM航空续签战略合作协议	(中国航信，“合作”，UBM航空),(UBM航空，“合作”，中国航信)
高集群表示,除在独立区域开发新市场外,对于核心区域的周边城市,国美也将开设二级分公司,如东莞永乐、中山永乐等。	(国美，“拥有”，中山永乐)
壳牌收购BP的可行性,上述专家则称,BP的前身为盎格鲁-波斯石油公司,其是显赫家族罗斯柴尔德和英国政府的联合体,而壳牌在历史上也是罗斯柴尔德家族的资产,	(罗斯柴尔德，“拥有”，壳牌)
募集资金将全部用于收购邯钢集团持有的邯宝公司<N>%股权。	(邯钢集团，“拥有”，邯宝公司)
此外,电力公司下属资产为国投公司核心电力资产,	(电力公司，“拥有”，国投公司)
在综合金融方面,平安银行南京分行凭借平安集团综合金融平台优势,推动与集团内产险、养老险的合作,	(平安银行南京分行，“合作”，养老险),(养老险，“合作”，平安银行南京分行)
屈臣氏近期于欧洲亦有所动作,其子公司、出售香水及化妆品的品牌Marionnaud拟关闭西班牙逾<N>%的店铺,并于首季撤出波兰市场。	(屈臣氏，“拥有”，Marionnaud)
另外,作为各自领域国际化发展的代表企业,海尔还将加强与苏宁在日本东京和香港地区的合作,加强当地产品、消费市场研究,扩展双方合作区域。	(海尔，“合作”，苏宁),(苏宁，“合作”，海尔)
记者询问过兴业银行上海徐汇支行的理财人员后,了解到这款产品<N>%的收益率在扣除兴业银行理财管理费后,客户可获得参考年化收益率为<N>%。	(兴业银行，“拥有”，兴业银行上海徐汇支行)
至此,国航共持有深航<N>%股权,如愿实现了对深航的控股。	(国航，“拥有”，深航)
长源电力今日披露,公司控股股东中国国电集团公司<N>年通过发行中期票据和信托产品等方式筹集了低成本资金,用于降低其本部及所属单位的融资成本。	(中国国电集团公司，“拥有”，长源电力)
公告显示,本次过户完成之前,中国平安及其控股子公司中国平安人寿保险股份有限公司合计持有深发展逾<N>.<N>亿股股份,约占深发展目前总股本<N>.<N>%。	(中国平安，“拥有”，中国平安人寿保险股份有限公司)
对于李嘉诚日前停售屈臣氏下百佳超市之举,亦有观点认为与推动屈臣氏上市有关。	(屈臣氏，“拥有”，百佳超市)
不到一年,岳阳纸业控股股东泰格林纸重组方就由一家央企换成了另一家央企。	(泰格林纸，“拥有”，岳阳纸业)
通过与上海阜兴集团的合作,常高新集团将有效发挥国有资本的引导和杠杆作用,为常州高新区的发展注入更强大的动力,真正实现各方互利共赢。	(上海阜兴集团，“合作”，常高新集团),(常高新集团，“合作”，上海阜兴集团)
实际上,从<N>年“亚冠”决赛上以恒大足球队队服胸前恒大冰泉广告初次问世,	(恒大，“拥有”，恒大冰泉广告)
此次春秋集团与日本BICCAMERA集团战略合作,双方已就BICCAMERA集团对春秋集团在日本的合资公司的注资事宜达成了共识。	(日本BICCAMERA集团，“合作”，春秋集团),(春秋集团，“合作”，日本BICCAMERA集团)
近日,五粮液大经销商银基集团披露盈利警告显示,预计截至<N>月底的半年业绩将再录得亏损。	(五粮液，“合作”，银基集团),(银基集团，“合作”，五粮液)
渣打与农行酝酿合作或将在香港开展试点项目	(渣打，“合作”，农行),(农行，“合作”，渣打)
一直被形容为“闷声发大财”的江铃汽车也通过小蓝基地的投产摆脱了产能不足的阴影,除了商用车系列之外,福特将为江铃汽车注入一款全新的全尺寸SUV车型,	(江铃汽车，“合作”，福特),(福特，“合作”，江铃汽车)
区别在于,彼时的沃尔玛风头正劲,想成为京东的控股股东。	(沃尔玛，“拥有”，京东)
作为万达集团第四次转型的里程碑,万达网科科技集团的成立在最初被赋予打通实业+互联网的桥梁作用,	(万达集团，“拥有”，万达网科科技集团)
这是今年继携手世界葡萄酒大师在京东推“阿伦选·葡萄酒”品牌之后,华致酒行在进口葡萄酒领域的又一次出手。	(京东，“合作”，华致酒行),(华致酒行，“合作”，京东)
<N>月<N>日,安踏发布公告称,其主要股东安踏国际及关联的安达控股、安达投资透过摩根士丹利在市场上配售<N>万股股份,	(安达投资，“合作”，摩根士丹利),(摩根士丹利，“合作”，安达投资)
记者日前获悉,中国南车旗下的南京浦镇车辆有限公司,在深圳轨道交通四号线二期工程车辆采购招标中,以其技术、价格和交付期等方面的优势一举中标。	(中国南车，“拥有”，南京浦镇车辆有限公司)
据公司<N>年<N>月<N>日发布的公告,禾嘉集团承诺,将敦促广州贸易公司首先变卖公司资产偿还债务,若禾嘉股份因担保承担了担保责任而造成损失,	(禾嘉集团，“合作”，禾嘉股份),(禾嘉股份，“合作”，禾嘉集团)
国统股份今日公告称,公司全资子公司四川国统混凝土制品有限公司与中国华西工程设计建设有限公司综合设计所签署PCCP采购合同,总金额为<N>.<N>万美元。	(国统股份，“拥有”，四川国统混凝土制品有限公司)
据介绍,苏宁易购加快了与苏宁实体门店的资源共享,将线上的网络商城与线下的自建物流配送体系和苏宁千家实体店相结合,	(苏宁，“拥有”，苏宁易购)
记者:在广州医药集团有限公司,据我们了解,著名商标王老吉的持有人就是这家公司,	(广州医药集团有限公司，“拥有”，王老吉)
汉盛资本有着丰富的养老的设计管理运营理念,跟我们已经签署了合同,他负责融资、基金包括整个养老的服务,我们准备打造高水平的养老的场所和社区,为中信会员服务	(汉盛资本，“合作”，中信),(中信，“合作”，汉盛资本)
该项目将由中石油集团旗下的中国石油工程建设公司和管道局组成的内部联合体执行。	(中石油集团，“拥有”，中国石油工程建设公司)
行业的全资子公司,早在<N>年,融科智地的前身--联想工业实业有限公司就在广东惠阳进行联想科技园大亚湾园区的开发建设,为融科后续的发展奠定了坚实基础。	(联想科技园大亚湾园区，“合作”，融科),(融科，“合作”，联想科技园大亚湾园区)
<N>安邦资产管理有限责任公司安邦资产-盛世精选<N>号集合资产管理产品C<N>.0<N><N>4	(安邦资产管理有限责任公司，“拥有”，安邦资产-盛世)
中航投资作为中航工业的全资子公司,是集团最重要的金融投资平台。	(中航工业，“拥有”，中航投资)
公司总经理张春新表示,同酒仙网合作以来,国台酒业的线上销售实现了较大的突破,去年“双<N><N>”期间国台坛酒<N>天销售约<N>亿元,预计至春节能够达到<N>亿元。	(酒仙网，“合作”，国台酒业),(国台酒业，“合作”，酒仙网)
能官方告诉<N>世纪经济报道记者:达能拟调整并加强其在华的早期生命营养业务的运作模式,在成功发展旗下国际品牌的基础上,进一步强化与蒙牛乳业及雅士利的合作。	(达能，“合作”，雅士利),(雅士利，“合作”，达能)
在被媒体曝出,茅台酒厂欲收购“赖茅”商标的报道后,茅台集团与“王茅”荣和烧坊也将展开对垒。	(茅台集团，“拥有”，茅台酒厂)
康恩贝今日公告表示,<N>月<N>日,公司与美国AFP开发公司正式签订《AFP项目合作协议书》。	(康恩贝，“合作”，美国AFP开发公司),(美国AFP开发公司，“合作”，康恩贝)
幼儿奶粉被检出强致癌物黄曲霉毒素M<N>超标,前一天还称没有接到相关通知的南山奶粉生产商湖南长沙亚华乳业有限公司昨日承认奶粉被检出致癌物黄曲霉毒素M<N>超标,	(湖南长沙亚华乳业有限公司，“拥有”，南山)
今年<N>月与世界奢华邮轮品牌意大利银海邮轮共同宣布明年<N>月银影号邮轮将从深圳蛇口太子湾邮轮母港出发,并于<N>月发布了<N>条航线。	(意大利银海邮轮，“拥有”，银影号邮轮)
面,拟购买的标的资产——华强发展账面值约<N>.0<N>万元,预估值约1<N>0000万元,华强发展拥有华强房地产、华强市场、华强指数和华强网络<N>家子公司。	(华强，“拥有”，华强市场)
本报讯电广传媒今日公布对华丰达有线网络控股有限公司后续出资缴付的相关情况,并表示将适时启动对省外网络的整合。	(电广传媒，“拥有”，华丰达有线网络控股有限公司)
妖股四川双马股权转让落实天津赛克环与和谐恒源成实控人	(和谐恒源，“拥有”，四川双马)
佛山照明停牌审议公告内容》,对佛山照明<N>月<N>日的停牌公告进行解读,并透露了佛山照明“与台湾必翔实业公司合作共同投资建立新的锂动力电池生产企业”的信息。	(佛山照明，“合作”，台湾必翔实业公司),(台湾必翔实业公司，“合作”，佛山照明)
<N>日,因主要成分“对乙酰氨基酚”超标,存在损坏儿童肝脏的危险,韩国政府迫使强生韩国公司召回韩国市场上约<N>万瓶“泰诺止痛糖浆”和“儿童泰诺悬浊液”。	(强生韩国公司，“拥有”，泰诺止痛糖浆)
山东药玻<N>年应交税费较期初下降<N>.<N>%,因公司及子公司包头市康瑞药用玻璃包装制品有限公司<N> 年度未被认定为高新技术企业前按照<N>%的税	(山东药玻，“拥有”，包头市康瑞药用玻璃包装制品有限公司)
参考消息网-出海记记者从中核集团获悉,巴基斯坦当地时间<N>月<N>日<N>时3<N>分,由中核集团出口建设的恰希玛核电<N>号机组正式并网发电。	(中核集团，“拥有”，恰希玛核电)
能轻易决定出售乐天玛特,也是担心给投入巨资的其他项目带来负面影响,但既已决定撤资,随着“萨德”风波的继续发酵,乐天在华投资的<N>万亿韩元项目可能全线动摇。	(乐天，“拥有”，乐天玛特)
酒鬼酒<N>度国藏酒鬼”DBP含量为<N>.<N>mg/L、DEHP含量为<N>.<N>mg/L;“<N>度酒鬼湘魂三星”DBP含量为<N>.<N>mg/L、DEHP含量为<N>.	(酒鬼酒，“拥有”，三星)
<N>月<N>日,百事中国位于成都的工厂(以下简称成都百事)发生了员工“休假”停工事件。	(百事中国，“拥有”，成都百事)
北车<N>月<N>日发布的公告,由该公司合资的成立的北京北车长客轨道装备有限公司和重庆北车四方所长客科技有限公司,其业务重点之一均指向相关设备的维修、销售和售后	(北车，“拥有”，重庆北车四方所长客科技有限公司)
“潮水退去才知道谁在裸泳”,这句话在五粮液 主要经销商之一、国内的白酒大商之一——银基身上体现得淋漓尽致。	(五粮液，“合作”，银基),(银基，“合作”，五粮液)
上汽重组引发市场猜想或受让“金”股控盘上海通用。	(上汽，“拥有”，上海通用)
廊坊发展已通过邮件及电话方式敦促恒大地产履行披露义务。	(廊坊发展，“合作”，恒大地产),(恒大地产，“合作”，廊坊发展)
